ID,Lot Frontage,Lot Area,Year Built,1st Flr SF,Gr Liv Area,Garage Area,Neighborhood,Lot Config,Lot Shape,Overall Qual,Overall Cond,Year Remod/Add,2nd Flr SF,TotRms AbvGrd,SalePrice,SalePrice_BoxCox,SalePrice_BoxCox_Normalized,Total Bsmt SF
2459,73.0,8688,2005,1616,1616,834.0,Somerst,Inside,Reg,7,5,2005,0,7,232000,12.956678767170198,1964384.5657538765,1616.0
2460,85.0,10936,2006,1504,1504,510.0,Somerst,Corner,Reg,8,5,2006,0,7,199000,12.788148610679178,1938833.4160939883,1504.0
2461,72.0,8640,2006,1278,1278,584.0,Somerst,Inside,Reg,8,5,2006,0,5,198600,12.785939864364058,1938498.544229908,1278.0
2462,100.0,13162,2006,2036,2640,792.0,Somerst,Corner,Reg,9,5,2006,604,11,405749,13.572355543937464,2057728.3909353118,2036.0
2463,81.0,11216,2006,1489,1489,776.0,Somerst,Inside,Reg,8,5,2006,0,7,232600,12.959517479336423,1964814.9478345118,1489.0
2464,84.0,10728,2006,1095,1939,1053.0,Somerst,Inside,Reg,8,5,2006,844,8,266000,13.107061348194977,1987184.3299860386,1095.0
2465,65.0,8125,2005,756,1553,615.0,Somerst,Inside,Reg,7,5,2006,797,6,186500,12.716950963423363,1928039.0171665656,756.0
2466,65.0,8125,2005,858,1716,615.0,Somerst,Inside,Reg,6,5,2005,858,7,200825,12.798170428604314,1940352.8413114185,858.0
2467,65.0,8125,2006,778,1576,614.0,Somerst,Inside,Reg,7,5,2006,798,6,197000,12.777060510239725,1937152.329933085,770.0
2468,60.0,7200,2006,1262,1262,572.0,Somerst,Inside,Reg,6,5,2006,0,5,185000,12.708090805899856,1926695.7132997268,1262.0
2469,62.0,7500,2005,1266,1266,453.0,Somerst,Inside,Reg,7,5,2005,0,6,176000,12.653384704452451,1918401.626268092,1257.0
2470,60.0,7200,2006,1301,1301,572.0,Somerst,Inside,Reg,7,5,2006,0,5,187750,12.724280574890573,1929150.2722881818,1293.0
2471,74.0,7733,2005,1142,1142,0.0,SawyerW,Inside,IR1,6,5,2005,0,5,139500,12.39871088536322,1879790.0863425941,1142.0
2472,91.0,11024,2005,1400,1400,612.0,SawyerW,Corner,IR1,7,5,2006,0,6,186800,12.718714506502169,1928306.3909949458,1400.0
2473,63.0,13072,2005,1131,1131,0.0,SawyerW,Inside,Reg,6,5,2006,0,6,132000,12.33822329447938,1870619.4576585717,1131.0
2474,63.0,13072,2005,1141,1141,484.0,SawyerW,Inside,Reg,6,5,2005,0,6,142500,12.422006808738782,1883322.0217363995,1141.0
2475,63.0,13072,2004,1158,1158,576.0,SawyerW,Inside,Reg,6,5,2004,0,5,158000,12.535108980019043,1900469.6383138152,1158.0
2476,65.0,7800,2005,891,1686,462.0,SawyerW,Inside,Reg,7,5,2005,795,8,184000,12.702144339930765,1925794.1592687643,891.0
2477,74.0,7632,2005,831,1585,449.0,SawyerW,Inside,IR1,7,5,2005,754,7,184900,12.707497596506519,1926605.775793563,784.0
2478,70.0,8304,1997,941,1837,688.0,SawyerW,Inside,IR1,6,5,1998,896,7,187000,12.71988864113614,1928484.4035855571,941.0
2479,65.0,7153,1992,810,1603,484.0,SawyerW,Inside,Reg,6,5,1992,793,7,175900,12.652761389603306,1918307.124421495,761.0
2480,70.0,9370,1992,844,1731,462.0,SawyerW,Inside,IR2,6,5,1993,887,7,248500,13.03220888795785,1975835.8185163308,836.0
2481,50.0,7175,1990,1398,1398,542.0,SawyerW,Inside,Reg,6,5,1991,0,5,172000,12.62817374429113,1914579.3488219439,1398.0
2482,50.0,7175,1991,1217,1217,484.0,SawyerW,Inside,Reg,6,5,1991,0,5,151000,12.485460249213707,1892942.3080267978,1217.0
2483,,9019,1994,636,1320,472.0,SawyerW,Inside,IR1,6,5,1994,684,6,150000,12.478181728317502,1891838.7988353644,636.0
2484,,8900,1966,1056,1056,384.0,SawyerW,Inside,Reg,4,4,1966,0,5,107000,12.108630758042965,1835810.5345469855,1056.0
2485,60.0,7800,1965,965,965,300.0,SawyerW,Corner,Reg,5,5,1965,0,6,119900,12.23305021336106,1854673.9842086085,828.0
2486,70.0,9100,1962,988,988,624.0,Sawyer,Inside,Reg,5,4,1962,0,6,129500,12.317300368191145,1867447.2964736265,988.0
2487,70.0,9100,1963,1728,1728,504.0,Sawyer,Inside,Reg,5,5,1963,0,10,125000,12.278608435278668,1861581.1453404357,1728.0
2488,68.0,8927,1977,1286,1654,528.0,Sawyer,Inside,Reg,6,6,1977,368,10,119500,12.229396082146843,1854119.9750302222,0.0
2489,,9240,1962,1211,1211,576.0,Sawyer,Inside,IR1,5,6,2002,0,6,144000,12.433472881653598,1885060.4129606031,864.0
2490,88.0,8471,1977,1212,1212,492.0,Sawyer,Corner,IR1,6,7,1995,0,6,151000,12.485460249213707,1892942.3080267978,506.0
2491,,9308,1965,984,984,310.0,Sawyer,CulDSac,IR1,5,5,1965,0,5,126000,12.287324762548252,1862902.6428527283,984.0
2492,65.0,8450,1968,909,909,294.0,Sawyer,Inside,Reg,5,6,1968,0,5,116000,12.19689467895568,1849192.380857256,882.0
2493,,8638,1963,925,925,484.0,Sawyer,Inside,IR1,5,6,1963,0,5,133500,12.350589108987787,1872494.2602680835,925.0
2494,,13052,1965,1024,1024,308.0,Sawyer,CulDSac,IR1,5,6,1965,0,5,120875,12.241906720503184,1856016.7346347906,1024.0
2495,,13526,1965,935,935,288.0,Sawyer,CulDSac,IR1,5,6,1965,0,5,137000,12.378914642628803,1876788.7436076074,935.0
2496,,8020,1964,912,912,0.0,Sawyer,Inside,IR1,5,6,1964,0,6,124000,12.269822633908772,1860249.114739155,912.0
2497,65.0,6993,1961,1236,1236,288.0,Sawyer,Inside,Reg,5,7,1994,0,6,135000,12.362817805398366,1874348.274164692,912.0
2498,,8789,1967,941,941,288.0,Sawyer,Inside,IR1,5,6,1967,0,6,129200,12.314762726451749,1867062.56020318,912.0
2499,100.0,14330,1974,2151,2646,550.0,Veenker,Corner,IR1,7,4,1974,495,9,260000,13.081962992191531,1983379.1246517876,1748.0
2500,121.0,16059,1991,1301,2417,462.0,NoRidge,Corner,Reg,8,5,1992,1116,9,260000,13.081962992191531,1983379.1246517876,1288.0
2501,105.0,11025,1992,1520,2826,888.0,NoRidge,Inside,Reg,8,5,1993,1306,9,334000,13.357732435401353,2025189.0087804692,1334.0
2502,,14541,1993,1352,2520,796.0,NoRidge,Corner,IR1,8,7,1993,1168,10,310000,13.27557302368941,2012732.677709943,1338.0
2503,,13346,1992,1166,2295,590.0,NoRidge,CulDSac,IR1,7,5,2000,1129,9,268000,13.11530276738858,1988433.8258603052,1095.0
2504,89.0,12461,1994,1624,1624,757.0,NoRidge,Corner,Reg,8,5,1995,0,5,262000,13.09039240646487,1984657.1227865308,1624.0
2505,34.0,3628,2004,1143,1143,588.0,Somerst,Inside,Reg,7,5,2004,0,5,176400,12.65587445432068,1918779.1015687936,1143.0
2506,37.0,3316,2005,1247,1247,550.0,Somerst,Inside,IR1,8,5,2005,0,4,197000,12.777060510239725,1937152.329933085,1247.0
2507,30.0,3180,2005,520,1200,480.0,Somerst,Inside,Reg,7,5,2005,600,4,151000,12.485460249213707,1892942.3080267978,600.0
2508,24.0,2544,2005,520,1223,480.0,Somerst,Inside,Reg,7,5,2005,623,4,147400,12.459029847684093,1888935.148957377,600.0
2509,24.0,2544,2005,520,1223,480.0,Somerst,Inside,Reg,7,5,2005,623,4,149900,12.477451229621742,1891728.0466596673,600.0
2510,30.0,3180,2005,520,1200,480.0,Somerst,Inside,Reg,7,5,2005,600,4,144152,12.43462815624212,1885235.5661469768,600.0
2511,,2998,2000,768,1524,440.0,Somerst,Inside,Reg,6,5,2000,756,4,166000,12.589244803465082,1908677.264507436,756.0
2512,35.0,3735,1999,713,1452,506.0,Somerst,FR3,Reg,7,5,1999,739,6,183900,12.701547930414518,1925703.7365864045,691.0
2513,,2651,2000,673,1382,490.0,Somerst,FR2,Reg,7,5,2000,709,6,165000,12.582621162671286,1907673.0428254565,673.0
2514,,4447,2003,530,1080,496.0,Somerst,FR2,IR1,7,5,2003,550,4,139000,12.394779954635862,1879194.111109384,530.0
2515,114.0,8314,1997,854,1694,434.0,Somerst,Corner,IR1,7,5,1998,840,6,200000,12.793651258901441,1939667.6821457162,569.0
2516,60.0,7180,2001,1568,1568,564.0,Somerst,Inside,IR1,8,5,2002,0,6,221000,12.903303013224875,1956292.1750170365,1568.0
2517,30.0,9549,1995,1494,1494,481.0,Veenker,CulDSac,IR1,8,5,1996,0,6,270000,13.123483378191208,1989674.1024688366,1494.0
2518,,11250,1977,1208,1208,546.0,Veenker,Inside,IR1,6,6,1977,0,6,165000,12.582621162671286,1907673.0428254565,1208.0
2519,,3760,1980,1235,1235,484.0,Greens,CulDSac,IR1,8,5,1980,0,4,214000,12.867945934618854,1950931.6269358578,1235.0
2520,36.0,3640,1980,1036,1036,484.0,Greens,CulDSac,IR1,8,5,1980,0,4,188000,12.72574068468929,1929371.6420700878,1036.0
2521,40.0,3874,1980,1226,1226,484.0,Greens,Inside,IR1,8,5,1980,0,4,190000,12.737352669386858,1931132.155233036,1226.0
2522,40.0,3876,1978,1226,1226,484.0,Greens,Inside,IR1,8,5,1978,0,4,170000,12.6153492344072,1912635.0026100783,1226.0
2523,68.0,50271,1981,1842,1842,894.0,Veenker,Inside,IR1,9,5,1987,0,5,385000,13.514429795373628,2048946.1676137873,1842.0
2524,79.0,13110,1972,1193,1193,501.0,NWAmes,Corner,IR1,5,6,1972,0,6,146500,12.452322156374626,1887918.1842307711,1153.0
2525,102.0,10192,1968,1222,1920,487.0,NWAmes,Inside,IR1,7,6,1992,698,8,170000,12.6153492344072,1912635.0026100783,570.0
2526,,20781,1968,2156,2156,508.0,NWAmes,CulDSac,IR2,7,7,2003,0,9,262500,13.092489782533095,1984975.109614101,1568.0
2527,90.0,11700,1968,708,1416,776.0,NWAmes,Corner,Reg,6,6,1968,708,7,179900,12.67742379626544,1922046.2347191302,708.0
2528,,11029,1968,1512,2654,619.0,NWAmes,Corner,IR1,6,7,1984,1142,9,250000,13.038826636673068,1976839.1468900468,1054.0
2529,80.0,10400,1972,1012,1790,484.0,NWAmes,Inside,Reg,6,5,1972,778,8,165150,12.583617244254894,1907824.060483936,732.0
2530,78.0,10140,1967,1334,1334,477.0,NWAmes,Inside,Reg,7,6,1967,0,7,164500,12.579294388691615,1907168.6648458203,1334.0
2531,80.0,9600,1969,1164,1164,528.0,NWAmes,Inside,Reg,7,5,1969,0,6,140000,12.402627859225918,1880383.9455513142,1164.0
2532,75.0,9750,1967,980,980,384.0,NAmes,Inside,Reg,5,5,1967,0,6,135500,12.366864091513582,1874961.7386285549,980.0
2533,80.0,9600,1968,1051,1051,504.0,NAmes,Corner,Reg,5,5,1968,0,6,142000,12.418158153021702,1882738.5203603609,1051.0
2534,72.0,8640,1968,884,1770,530.0,NAmes,Inside,Reg,5,5,1968,886,7,155000,12.514103728048559,1897284.9955892342,900.0
2535,78.0,9360,1968,976,976,504.0,NAmes,Inside,Reg,6,7,2004,0,4,157500,12.531635736435762,1899943.053823244,976.0
2536,70.0,8400,1968,1052,1052,288.0,NAmes,Inside,Reg,5,5,1968,0,5,138500,12.390834966839334,1878596.0046595088,1052.0
2537,70.0,8400,1968,898,898,326.0,NAmes,Inside,Reg,5,6,1968,0,6,140000,12.402627859225918,1880383.9455513142,833.0
2538,,9759,1966,1051,1051,264.0,NAmes,Inside,IR1,5,5,1966,0,6,124400,12.273345362474252,1860783.2017338043,1051.0
2539,80.0,9600,1967,1141,1141,568.0,NAmes,Inside,Reg,5,7,1967,0,6,158000,12.535108980019043,1900469.6383138152,1141.0
2540,71.0,9230,1965,1200,1200,884.0,NAmes,Corner,Reg,5,8,1998,0,6,146000,12.448577969617805,1887350.521575199,864.0
2541,,14803,1971,1097,1993,495.0,NWAmes,CulDSac,IR1,6,5,1971,896,8,190000,12.737352669386858,1931132.155233036,825.0
2542,,10659,1961,1050,1050,368.0,NAmes,Inside,IR1,5,6,1961,0,6,136500,12.374912402584634,1876181.957045053,1050.0
2543,70.0,9100,1958,864,864,624.0,NAmes,Corner,Reg,5,5,1958,0,5,129900,12.320674830807487,1867958.9046102806,864.0
2544,70.0,8393,1959,1712,1712,588.0,NAmes,Corner,Reg,5,5,2005,0,8,145000,12.44105127001697,1886209.3855794172,1626.0
2545,80.0,8800,1965,1565,1565,299.0,NAmes,Inside,Reg,6,7,2000,0,7,185900,12.713415416124567,1927502.9867015039,1187.0
2546,80.0,8800,1964,1251,1251,461.0,NAmes,Inside,Reg,6,6,1964,0,6,160000,12.548893732768592,1902559.5686138994,1251.0
2547,,10368,1964,1488,1488,430.0,NAmes,CulDSac,IR1,6,6,1964,0,7,167000,12.59582896558543,1909675.5007591834,1008.0
2548,85.0,9350,1964,720,1440,480.0,NAmes,Inside,Reg,5,6,1964,720,7,157500,12.531635736435762,1899943.053823244,720.0
2549,75.0,10382,1958,1095,1095,264.0,NAmes,Inside,Reg,6,5,1958,0,6,140000,12.402627859225918,1880383.9455513142,588.0
2550,69.0,8973,1958,1053,1053,750.0,NAmes,Inside,Reg,5,7,1991,0,6,150000,12.478181728317502,1891838.7988353644,1008.0
2551,80.0,10800,1960,1248,1248,286.0,NAmes,Inside,Reg,5,7,1960,0,6,151500,12.489081591437717,1893491.3460094484,1248.0
2552,60.0,8550,1934,816,816,240.0,NAmes,Inside,Reg,6,8,1950,0,4,129800,12.319832182854421,1867831.1492909463,816.0
2553,,11425,1954,1008,1008,275.0,NAmes,Corner,IR1,5,6,1954,0,4,137000,12.378914642628803,1876788.7436076074,1008.0
2554,68.0,9724,1947,1043,1043,273.0,NAmes,Inside,Reg,5,7,1950,0,5,137000,12.378914642628803,1876788.7436076074,938.0
2555,51.0,4712,1946,774,1230,305.0,BrkSide,Inside,IR1,4,7,1950,456,5,121600,12.248446492114526,1857008.240764385,747.0
2556,51.0,5900,1923,869,869,0.0,BrkSide,Inside,IR1,4,7,1958,0,4,85500,11.863765790498576,1798686.1316362005,440.0
2557,52.0,5825,1926,747,747,528.0,BrkSide,Inside,IR1,4,5,1953,0,5,79900,11.789901084147797,1787487.3752483323,600.0
2558,92.0,7438,1908,936,1252,576.0,BrkSide,Inside,IR1,5,8,1991,316,5,127000,12.295972709974448,1864213.7731782347,504.0
2559,80.0,9600,1961,1433,1433,441.0,NAmes,Inside,Reg,5,6,1990,0,7,161000,12.555722117350268,1903594.8318570724,1251.0
2560,89.0,10858,1952,1624,1624,240.0,NAmes,Corner,Reg,5,6,1952,0,6,146500,12.452322156374626,1887918.1842307711,1444.0
2561,80.0,9600,1951,1216,1216,280.0,NAmes,Inside,Reg,5,5,1951,0,7,135000,12.362817805398366,1874348.274164692,1056.0
2562,89.0,10680,1951,2136,2136,528.0,NAmes,Inside,Reg,5,3,1951,0,7,137900,12.38608228346013,1877875.4420798733,2136.0
2563,79.0,9490,1941,958,1578,240.0,NAmes,Inside,Reg,6,7,1950,620,5,133000,12.346482558172092,1871871.658968338,806.0
2564,79.0,9462,1949,1024,1728,234.0,NAmes,Inside,Reg,5,6,1973,704,7,137000,12.378914642628803,1876788.7436076074,704.0
2565,82.0,9888,1954,936,936,240.0,NAmes,Inside,Reg,5,6,1975,0,5,121000,12.243037039710513,1856188.1042924875,936.0
2566,,8917,1967,1584,1584,506.0,NAmes,Inside,IR1,5,5,1967,0,8,119000,12.22481131124397,1853424.8699526808,1584.0
2567,,12700,1964,1246,1246,441.0,NAmes,Inside,IR1,6,5,1964,0,6,172000,12.62817374429113,1914579.3488219439,1246.0
2568,85.0,8500,1961,1235,1235,480.0,NAmes,Inside,Reg,5,3,1961,0,6,98600,12.019333559745775,1822272.0312582753,1235.0
2569,88.0,14200,1966,1216,2157,487.0,NAmes,Corner,Reg,7,6,1966,941,8,226000,12.927884110052112,1960018.9577894164,924.0
2570,75.0,9000,1954,1128,1128,286.0,NAmes,Inside,Reg,5,5,1954,0,5,118000,12.215584138615547,1852025.9222885019,936.0
2571,174.0,25419,1918,1360,3112,795.0,NAmes,Corner,Reg,8,4,1990,1360,8,235000,12.97080012508741,1966525.5293479078,1360.0
2572,109.0,9723,1963,1008,1008,430.0,NAmes,Corner,IR1,6,7,1963,0,5,135000,12.362817805398366,1874348.274164692,1008.0
2573,70.0,7728,1962,1190,1190,540.0,NAmes,Inside,Reg,5,6,1962,0,6,132500,12.342360658540704,1871246.730607993,1106.0
2574,70.0,8163,1959,1144,1144,796.0,NAmes,Inside,Reg,5,6,1959,0,6,143000,12.425842086890677,1883903.4949165517,1144.0
2575,70.0,8400,1957,1364,1364,331.0,NAmes,Corner,Reg,5,5,1957,0,6,132000,12.33822329447938,1870619.4576585717,1179.0
2576,80.0,11600,1960,1383,1383,292.0,NAmes,Inside,Reg,6,5,1960,0,7,145250,12.442937763031159,1886495.4000609887,1383.0
2577,,9610,1958,1336,1336,488.0,NAmes,Corner,IR1,6,6,1958,0,7,162000,12.56250854285386,1904623.7336115611,1121.0
2578,125.0,10000,1956,1370,1370,300.0,NAmes,Corner,Reg,5,6,1956,0,6,148000,12.463479100182681,1889609.7078543305,1058.0
2579,69.0,14850,1957,1092,1092,299.0,NAmes,Inside,IR1,5,5,1957,0,6,141000,12.410420331845494,1881565.3758559513,1092.0
2580,72.0,10152,1956,1124,1124,353.0,NAmes,Inside,Reg,6,6,1994,0,6,153000,12.499874881884027,1895127.735515386,1124.0
2581,72.0,10011,1957,1236,1236,447.0,NAmes,Inside,IR1,5,6,1996,0,6,134450,12.358349677963753,1873670.8536059158,1070.0
2582,,7032,1979,943,943,600.0,NAmes,Corner,IR1,5,5,1979,0,4,135960,12.370573609864717,1875524.145146945,943.0
2583,70.0,8092,1954,1050,1050,286.0,NAmes,Inside,Reg,6,8,2000,0,6,156000,12.521149971440826,1898353.2887849724,1050.0
2584,75.0,11310,1954,1375,1375,451.0,NAmes,Inside,Reg,6,5,1954,0,5,140000,12.402627859225918,1880383.9455513142,1367.0
2585,66.0,12778,1952,1008,1008,280.0,NAmes,Inside,Reg,5,6,2003,0,4,139500,12.39871088536322,1879790.0863425941,1008.0
2586,75.0,10170,1951,1575,1575,400.0,NAmes,Corner,Reg,6,6,1951,0,5,155000,12.514103728048559,1897284.9955892342,216.0
2587,55.0,7700,1956,1145,1145,684.0,NAmes,Inside,Reg,5,7,1956,0,6,127000,12.295972709974448,1864213.7731782347,301.0
2588,65.0,11050,1956,1005,1005,319.0,NAmes,Inside,Reg,5,5,1956,0,6,133500,12.350589108987787,1872494.2602680835,1005.0
2589,80.0,13600,1955,1056,1056,300.0,NAmes,Inside,Reg,5,6,1955,0,6,125000,12.278608435278668,1861581.1453404357,1056.0
2590,85.0,15428,1951,884,884,270.0,NAmes,Inside,Reg,5,6,1991,0,4,142000,12.418158153021702,1882738.5203603609,884.0
2591,118.0,21299,1941,2039,2039,791.0,NAmes,Inside,Reg,7,5,1963,0,7,167000,12.59582896558543,1909675.5007591834,929.0
2592,70.0,13300,1956,1384,1384,896.0,NAmes,Inside,Reg,5,5,2001,0,6,159000,12.542022864994536,1901517.8644201574,1015.0
2593,94.0,22136,1925,1392,2640,1008.0,OldTown,Inside,Reg,5,5,1975,1248,10,180000,12.678033360559553,1922138.651820201,2171.0
2594,50.0,7500,1947,900,1312,649.0,NAmes,Inside,Reg,6,6,1950,412,6,127000,12.295972709974448,1864213.7731782347,784.0
2595,50.0,7000,1924,865,1310,398.0,OldTown,Corner,Reg,6,6,1950,445,6,112000,12.158536753064917,1843376.8691085917,617.0
2596,60.0,10410,1930,713,713,371.0,OldTown,Inside,Reg,3,8,2001,0,5,99800,12.032542533442857,1824274.6666964341,713.0
2597,90.0,5400,1954,833,833,326.0,OldTown,Inside,Reg,5,7,2000,0,4,117000,12.206279038744206,1850615.1599397168,833.0
2598,60.0,5400,1921,1073,1073,326.0,OldTown,Corner,Reg,5,6,1968,0,4,108480,12.123640040221185,1838086.1178800089,1073.0
2599,60.0,10914,1929,715,715,660.0,NAmes,Inside,Reg,3,3,1950,0,4,68000,11.61420709056631,1760850.103807933,715.0
2600,60.0,7008,1900,448,720,280.0,OldTown,Corner,Reg,4,8,1998,272,5,86900,11.881481483448246,1801372.0386056737,448.0
2601,60.0,10800,1920,1130,1130,720.0,OldTown,Inside,Reg,5,6,1950,0,5,120000,12.23396185593086,1854812.1999215828,1120.0
2602,60.0,7200,1915,774,1595,528.0,OldTown,Inside,Reg,6,8,1950,821,7,155500,12.517632470639139,1897819.9943806701,663.0
2603,60.0,10818,1910,981,1760,648.0,OldTown,Inside,Reg,4,4,1950,779,7,80000,11.79126459828645,1787694.0999944855,1077.0
2604,60.0,10410,1915,694,1214,936.0,OldTown,Corner,Reg,3,4,1950,520,6,105000,12.088017281578024,1832685.2895870747,672.0
2605,60.0,10800,1900,1766,2414,520.0,OldTown,Corner,Reg,5,4,1970,648,10,160000,12.548893732768592,1902559.5686138994,954.0
2606,60.0,10800,1936,1096,1466,566.0,OldTown,Inside,Reg,5,8,1989,370,7,170000,12.6153492344072,1912635.0026100783,796.0
2607,84.0,8658,1965,1324,1324,440.0,NAmes,Inside,Reg,6,5,1965,0,6,160000,12.548893732768592,1902559.5686138994,1088.0
2608,85.0,13400,1966,1086,1086,484.0,NAmes,Inside,Reg,5,5,1966,0,6,159950,12.548551202754151,1902507.6370436437,1024.0
2609,83.0,10184,1963,1146,1146,294.0,NAmes,Inside,Reg,6,5,1963,0,6,165000,12.582621162671286,1907673.0428254565,1083.0
2610,77.0,9786,1962,1085,1734,440.0,NAmes,Inside,IR1,6,7,1981,649,7,159000,12.542022864994536,1901517.8644201574,912.0
2611,77.0,9510,1962,1207,1207,264.0,NAmes,Inside,Reg,6,5,1985,0,6,147000,12.456053683434318,1888483.9275276824,1135.0
2612,66.0,7800,1964,912,912,288.0,NAmes,Inside,IR1,5,5,1964,0,5,115000,12.18742969204927,1847757.3777574566,912.0
2613,79.0,8910,1959,1194,1194,539.0,NAmes,Corner,Reg,6,6,1959,0,6,159500,12.545463642421367,1902039.5266603774,655.0
2614,60.0,7332,1959,864,864,288.0,NAmes,Inside,Reg,6,6,1959,0,4,120000,12.23396185593086,1854812.1999215828,864.0
2615,73.0,7100,1957,816,816,308.0,NAmes,Corner,IR1,5,7,1957,0,5,129900,12.320674830807487,1867958.9046102806,816.0
2616,80.0,10800,1961,1773,1773,418.0,NAmes,Inside,Reg,6,6,1992,0,6,183000,12.696165716379086,1924887.7297708646,1313.0
2617,86.0,11650,1959,1472,1472,484.0,NAmes,Corner,Reg,7,5,1959,0,5,157500,12.531635736435762,1899943.053823244,0.0
2618,,18275,1962,1900,2448,441.0,NAmes,Inside,IR1,7,8,1998,548,9,277500,13.153634129629308,1994245.310247863,1438.0
2619,47.0,16321,1957,1600,1600,319.0,NAmes,CulDSac,IR1,5,6,1997,0,6,207500,12.834071217207981,1945795.8222094325,1484.0
2620,60.0,12144,1950,910,1521,597.0,NAmes,Inside,Reg,4,6,1950,611,6,147500,12.459772636443791,1889047.764451006,910.0
2621,60.0,10800,1949,720,1192,0.0,NAmes,Inside,Reg,4,4,1950,472,6,135000,12.362817805398366,1874348.274164692,720.0
2622,60.0,7200,1950,1040,1040,625.0,NAmes,Inside,Reg,5,7,1950,0,5,109500,12.133866454322021,1839636.5622788945,0.0
2623,60.0,7200,1950,1040,1040,420.0,NAmes,Inside,Reg,4,5,1950,0,4,109900,12.137851030350213,1840240.6707693092,0.0
2624,70.0,7560,1959,1040,1040,286.0,NAmes,Inside,Reg,5,5,1959,0,6,133700,12.352227457296575,1872742.6530999911,1040.0
2625,60.0,8544,1950,1040,1040,400.0,NAmes,Corner,Reg,3,4,1950,0,6,81400,11.810178203698458,1790561.6245524182,0.0
2626,,8544,1949,1040,1040,400.0,NAmes,Inside,Reg,3,4,1950,0,6,87500,11.888987381955646,1802510.020911554,0.0
2627,60.0,8544,1950,1040,1040,400.0,NAmes,Inside,Reg,3,4,1950,0,6,93500,11.961355878308378,1813481.9343036169,0.0
2628,75.0,8512,1960,1556,1556,0.0,NAmes,Corner,Reg,5,5,1960,0,8,119000,12.22481131124397,1853424.8699526808,1556.0
2629,70.0,7945,1959,1150,1150,300.0,NAmes,Inside,Reg,5,6,1959,0,6,141000,12.410420331845494,1881565.3758559513,1150.0
2630,70.0,7000,1961,1150,1150,288.0,NAmes,Inside,Reg,5,4,1961,0,6,146000,12.448577969617805,1887350.521575199,1150.0
2631,69.0,7590,1966,660,1348,453.0,NAmes,Inside,Reg,6,5,1966,688,6,155000,12.514103728048559,1897284.9955892342,660.0
2632,69.0,10205,1962,999,999,300.0,NAmes,Inside,IR1,5,5,1962,0,6,134500,12.358756620181715,1873732.5508221872,925.0
2633,74.0,7400,1962,1045,1045,528.0,NAmes,Corner,Reg,7,6,1962,0,6,120000,12.23396185593086,1854812.1999215828,1045.0
2634,70.0,7000,1962,864,864,336.0,NAmes,Inside,Reg,5,6,1962,0,5,105000,12.088017281578024,1832685.2895870747,864.0
2635,70.0,7000,1962,1025,1025,0.0,NAmes,Inside,Reg,5,5,1962,0,6,124000,12.269822633908772,1860249.114739155,1025.0
2636,62.0,9856,1900,1007,2014,624.0,OldTown,Corner,Reg,5,8,2005,1007,8,169000,12.608880723867598,1911654.3004953044,716.0
2637,57.0,9906,1925,810,1328,210.0,OldTown,Inside,Reg,4,4,1950,518,8,107000,12.108630758042965,1835810.5345469855,686.0
2638,60.0,9600,1948,1226,1668,240.0,OldTown,Inside,Reg,5,6,1950,442,6,135000,12.362817805398366,1874348.274164692,1212.0
2639,60.0,5520,1920,1147,1657,162.0,OldTown,Corner,Reg,4,6,1980,510,9,111500,12.153646707190383,1842635.4807625234,1147.0
2640,60.0,9600,1900,940,1416,400.0,OldTown,Inside,Reg,6,8,2004,476,7,156500,12.524656302127141,1898884.8896686877,780.0
2641,60.0,9600,1925,832,1641,546.0,OldTown,Inside,Reg,7,7,1990,809,6,178000,12.6657777424887,1920280.5562839336,728.0
2642,58.0,6451,1900,848,1428,576.0,OldTown,Inside,Reg,7,7,1970,580,7,139900,12.40184557622878,1880265.3422677713,712.0
2643,66.0,3960,1930,502,1004,200.0,OldTown,Inside,Reg,7,8,1950,502,5,105000,12.088017281578024,1832685.2895870747,502.0
2644,70.0,5684,1930,813,813,270.0,OldTown,Inside,Reg,6,8,2005,0,5,110000,12.138844925637665,1840391.3569596305,813.0
2645,56.0,7745,1900,1084,1951,576.0,OldTown,Inside,Reg,4,6,1950,867,9,111500,12.153646707190383,1842635.4807625234,938.0
2646,56.0,7741,1924,1032,1032,280.0,OldTown,Inside,Reg,6,5,1950,0,5,108000,12.118794547389092,1837351.4842980625,1032.0
2647,50.0,5633,1925,844,844,216.0,OldTown,Inside,Reg,5,7,1950,0,5,111500,12.153646707190383,1842635.4807625234,844.0
2648,50.0,9000,1880,1089,1750,240.0,OldTown,Corner,Reg,5,6,1991,661,8,124000,12.269822633908772,1860249.114739155,636.0
2649,60.0,7200,1950,864,864,528.0,OldTown,Inside,Reg,4,5,1950,0,5,105000,12.088017281578024,1832685.2895870747,576.0
2650,40.0,4400,1920,734,1118,440.0,OldTown,Inside,Reg,6,8,1950,384,6,116000,12.19689467895568,1849192.380857256,648.0
2651,42.0,7614,1905,714,1376,216.0,OldTown,Inside,Reg,3,5,1950,662,7,96900,12.00034516030607,1819393.1670479318,738.0
2652,50.0,6000,1955,960,960,576.0,OldTown,Inside,Reg,5,7,1955,0,5,135500,12.366864091513582,1874961.7386285549,960.0
2653,50.0,6000,1924,816,1566,450.0,OldTown,Inside,Reg,5,7,1950,750,7,139000,12.394779954635862,1879194.111109384,816.0
